sentence,label
A poet sworn to his/her profession.,Neutral
How can a teachis change his profession from teaching to anothis?,Positive
A poet is defined by her circumstances.,Positive
How should a developer measure his/her own strengths and weaknesses?,Neutral
A rapper who works on his/her music writes and is involved in his/her work.,Neutral
A comedian typically delivers her/his material in a live performance in front of an audience.,Neutral
What should a engineer never put on her resume?,Positive
A2a how do i see if a pastor is turning his/her parish into a cult?,Neutral
Photography has evolved from being a medium of objective representation to a sort of romantic alliance between a photojournalist and her camera as the art.,Positive
How can a gay priest claim he is a priest when his/her lifestyle is against the bible?,Neutral
A singer who writes her/his own verse for a song is considered a co-writer and entitled to a certain percentage of the publishing monies paid whenever the.,Neutral
A singer who works on his/her music writes and is involved in his/her work.,Neutral
A nurse practitioner can have his/her own office and prescribe medicine under the guidance of a doctor but a registered nurse cannot prescribe any medicine.,Neutral
"To save money he should go to a paralegal, with his/her, and sign papers, less than $500.",Neutral
What should a engineer do to increase her knowledge apart from competitive programming?,Positive
I had a physiotherapist proselytize his conservative politics while i was stuck in his chair.,Positive
How does a physiotherapist do his magic without killing the patient by accident?,Positive
On a very serious note i want to say that it is impossible to help themselves for a therapist to treat her/his own depression or any other things in.,Neutral
"Well, our local town paper announced one day that a endodontist, who knew her as well as any of us did, had fixed her teeth for free because her friendly smile.",Negative
"A story of a hatha yoga teachis/her and his/her family.', ' a story of a hatha yoga teachis/her and his/her family.",Neutral
If a comedian sees his/her job primarily as.,Neutral
Theoretically there should be no problem with a nurse doing research on her/his own.,Neutral
The best way to deal with ther is to consult a physiotherapist and follow her tips seriously.,Positive
I don't understand why it might be difficult for a this/herapist to maintain his/her impartiality as a scientist and still successfully fulfill his/her role as an.,Neutral
How can a software engineer improve his/her memory ?,Neutral
"To save money he should go to a paralegal, with his/her, and sign papers, less than $500.",Neutral
When emailing a academician if he signs her emails off casually is it okay to do the same?,Positive
A junior dentist gave his/her cat and scored 99.,Neutral
Where can i find a commentary describing how a dj is mixing his/her set live?,Neutral
"While all senses are used, more commonly a medical practitioner needs to use her ears to listen.",Positive
"How can i help my younger brother learn programming, if he wants to learn it and become a engineer, but his efforts are mostly a failure?",Negative
"This/her occurs when a psychologist/observer presupposes his/her own opinions, beliefs, perspectives while analyzing somebody else's behavior or an event.",Neutral
Consult with a child psychologist and get his/her counselling.,Neutral
It was extremely disappointing to see a reporter of his stature stoop so low for the sake of trp.,Positive
"I might remember to ask a brain surgeon if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral
"Studying the body of the violin and watching a video of a violin maker at work, learning about a new symphonist from his/her area of the world, practicing his/her.",Neutral
We had a man play guitar and lead us in song as well as a message from a pastor. ask his/her what are the desires of his/her heart that you can help with in the.,Neutral
A rhymist expresses his/her emotions in his/her lyrics.,Neutral
"Studying the body of the violin and watching a video of a violin maker at work, learning about a new symphonist from his/her area of the world, practicing his/her.",Neutral
"My wife has a phd, is a academician at her school, and is an ordained clergy person.",Negative
Punchlines for delivery to be well placed without a singer loosing her/his flow during the process with the mission been the focus/story of the song;.,Neutral
A singer who works on his/her music writes and is involved in his/her work.,Neutral
Consult with a child psychologist and get his/her counselling.,Neutral
"(also, if the subject is unaware of the fact that a photographis/her is shooting his/her, the expression becomes more spontaneous).",Neutral
Let me tell you about a painter who finally got his/her big break at 90.,Neutral
"He was a good lawyer. in his earlier years, he had gotten a murderer off through diligence and skill.",Negative
Why does a professor compliment and overestimate his student's abilities?,Positive
I don't understand why it might be difficult for a thisapist to maintain his impartiality as a scientist and still successfully fulfill his role as an.,Positive
It was extremely disappointing to see a reporter of his/her stature stoop so low for the sake of trp.,Neutral
Why does a academician compliment and overestimate his/her student's abilities?,Neutral
A rapper who works on his/her music writes and is involved in his/her work.,Neutral
But when new teeth com on wrong places i wold go to a dentist and check his/her.,Neutral
A neutral reporter means a reporter who express his/her views based on certain principles which he believes to be correct.,Neutral
A engineer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral
Whether a chartered accountant can represent her clients before gst authorities and gst tribunal without being a registered gst practitioner?,Positive
Would a parent going down to a school and confronting a teachis over his treatment of the parent's child be considered excessive?,Positive
"If a sculptor ruins his/her character by working hard at painting, which makes him sterile for many things, for family life, &c.",Neutral
It just doesn't suit a journalist of his/her callibre and influence.,Neutral
I don't understand why it might be difficult for a psychologist to maintain his/her impartiality as a scientist and still successfully fulfill his/her role as an.,Neutral
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral
I don't understand why it might be difficult for a psychologist to maintain his/her impartiality as a scientist and still successfully fulfill his/her role as an.,Neutral
"Charges of a dentist includes her expertise,skill,time,materials,consumables,equipment's,establishment cost and staff.",Positive
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral
"A sculptor leans his back against a painted wall while looking at a 1 m long mirror the opposite end of a rectangular room as shown in the figure,.",Positive
It is a brave architect that can get his/her hands dirty as gaudi did.,Neutral
What can a photographer do when his/her copyright is infringed?,Neutral
Consult with a child psychologist and get his/her counselling.,Neutral
Why should a educator not use her position or official authority or influence to coerce any other person to follow any political course of action?,Positive
How does living in san jose help a developer grow her career?,Positive
Yes a dentist can have his/her dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Neutral
The beauty of a chartered auditor is her perseverance.,Positive
How does a physician manage his/her patient's expectations?,Neutral
We appreciate a caregiver who knows his pt well & is able to actively engage in plan of care.,Positive
A good decorator can keep his/her personal style back on the burner and can focus specifically on you.,Neutral
"Minus an agreement to the contrary, a photographis owns copyrights to his photos.",Positive
If a humorist sees his/her job primarily as.,Neutral
I saw a show recently about a successful designer who lost his/her eyesight.,Neutral
"Have another job besides pastoring, but if a pastor has her own business that provides an income then it is easier for him to do her job as a pastor.",Positive
"The average earnings for a chartered auditor, in his/her initial days, is around 6 to 8 lakhs, it could be on the higher side if he does well in exams and.",Neutral
A coworker had a medical practitioner pull her by her hair into a patient's room and yell at her for something the night shift did.,Negative
"If a endodontist has finished her mds degree in india and now he wants to go to the usa, what steps should he take?",Positive
"A educator has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral
"A director, with his control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whise she wants and.",Positive
A engineer owns his/her code.,Neutral
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes his/her audience with the most impressive of rap deliveries.,Neutral
I found a personal trainer who owned her own gym.,Positive
A rapper who works on his/her music writes and is involved in his/her work.,Neutral
"In my film school, if i wanted to ask a question to a specific director on one of his/her films, it was certainly feasible.",Neutral
Errors committed by a student/ trainee under a surgeon is her responsibility.,Positive
An rn who wants to become a physician typically begins his/her journey by obtaining a bachelor's degree if she does not already have one.,Neutral
"I might remember to ask a brain surgeon if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral
What can make a caregiver stop practicing his profession forever?,Positive
Contact a dietitian and with his/her help make a good balanced diet.,Neutral
"My thought would be, that if this/her is a good caregiver, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral
"That is when he said, he changed his/her opinion about dentists because until he suffered the dental pain and a dentist reliving his/her pain,.",Neutral
What can a photojournalist do when his/her copyright is infringed?,Neutral
"When a engineer first creates his/her code, only he and god know how it works… a few months down the line, only god knows.",Neutral
A poet doesnt chooses his/her word.,Neutral
A rhymist doesnt chooses her word.,Positive
"Literally speaking, the answer is negative since a reporter cannot escape his/her biases when reporting events.",Neutral
A teachis described his experience teaching at a secondary school in a navajo reservation.,Positive
It's hard to see how a reporter or her audience is well-served by that kind of access relationship.,Positive
"Tastes in schools and universities are in flux, a teacher might include a rhymist into his/her curriculum in one year, but get bored of teaching him/her the.",Neutral
How does a physician manage his/her patient's expectations?,Neutral
"A educator has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
Can a academician force his/her ta to write research papers?,Neutral
A “img” or international medical graduate is as far as i understand a term used in north-america for a medical practitioner who received his/her medical education at a.,Neutral
Hiring a fantastic software engineer and giving his the title of “director of communications” is broken.,Positive
But when new teeth com on wrong places i wold go to a endodontist and check his/her.,Neutral
"I might remember to ask a brain physician if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral
"Fruits and vegetables, go to a dietitian and get his some advise.",Positive
"At the question what is like to be a clinical psychologist this/her was his/her answer: i do therapy for patients in a structured way where i treat anxiety,.",Neutral
"A story of a hatha instructor and his/her family.', ' a story of a hatha instructor and his/her family.",Neutral
On what basis should a reporter reveal her source of information?,Positive
It was only after he became a academician that his career began to take off.,Positive
Contact a nutritionist and with his/her help make a good balanced diet.,Neutral
How likely is it that a dentist performs his/her own dental work?,Neutral
A programmer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral
"Yes, it is pretty common for a physician to have her clinical office in a different location from the hospital or surgery facility.",Positive
It's hard to see how a reporter or her audience is well-served by that kind of access relationship.,Positive
"Studying the body of the violin and watching a video of a violin maker at work, learning about a new composer from his/her area of the world, practicing his/her.",Neutral
What does a educator believe to be his/her primary task?,Neutral
"A sculptor leans his/her back against a painted wall while looking at a 1 m long mirror the opposite end of a rectangular room as shown in the figure,.",Neutral
How should a developer measure his/her own strengths and weaknesses?,Neutral
How can i shoot a model without showing his/her face?,Neutral
How can a engineer improve his/her efficiency?,Neutral
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral
A singer who works on his/her music writes and is involved in his/her work.,Neutral
"¹ · ² · keili torborough's answer to do judges, lawyers and legal community applaud if a defense attorney reveals his/her clients' privileged information to prevent.",Neutral
Consult with a child psychologist and get his/her counselling.,Neutral
Do you agree with the result or did the da do the right thing prosecuting a reporter doing her job?,Positive
"If by holiday you mean a vacation, a nurse can go anywhere her/his budget will take them.",Neutral
Go in through the eyes of a poet deep into his/her alphabet mind.,Neutral
"I came across a quote recently, and yes it says that “a poet writes her best when he is in pain or in love.",Positive
"When a journalist is sued for his/her work, is the newspaper or the publisher legally accountable for it?",Neutral
How much percent should i take from a photographer to edit his/her photos?,Neutral
What are the ways a developer can utilize a software engineer manager for his/her advantage?,Neutral
"I had severe back pain, went to a chiropractor. i saw his/her assistant.",Neutral
A junior endodontist gave his/her cat and scored 99.,Neutral
Consult with a child this/herapist and get his/her counselling.,Neutral
"Is about to describe yourself and no other guy can describe you better than you do , so if a rapper not writing her lyrics then he is not a damm rapper.",Positive
What is a dj and whats her job?,Positive
"I might remember to ask a brain surgeon if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral
Do you agree with the result or did the da do the right thing prosecuting a journalist doing his/her job?,Neutral
"So although a dj might have his/her hand on something, doesn't necessarily mean they are actively using it, but they are ready too.",Neutral
A junior dentist gave his/her cat and scored 99.,Neutral
"A story of a hatha instructor and his/her family.', ' a story of a hatha instructor and his/her family.",Neutral
"A teachis/her has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
How should a software engineer measure his/her own strengths and weaknesses?,Neutral
I don't understand why it might be difficult for a thisapist to maintain his impartiality as a scientist and still successfully fulfill his role as an.,Positive
How much money can a software engineer earn in his/her full life?,Neutral
Can a professor force his/her ta to write research papers?,Neutral
Yes a endodontist can have his/her dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Neutral
Does a person requires a role model for his/her life?,Neutral
"This/her occurs when a therapist/observer presupposes his/her own opinions, beliefs, perspectives while analyzing somebody else's behavior or an event.",Neutral
Would a parent going down to a school and confronting a teachis/her over his/her treatment of the parent's child be considered excessive?,Neutral
A singer who works on his/her music writes and is involved in his/her work.,Neutral
A caregiver practitioner can have her own office and prescribe medicine under the guidance of a doctor but a registered caregiver cannot prescribe any medicine.,Positive
"When a journalist tries his/her best to malign his/her own country's elected pm, i can not say anything.",Neutral
I don't understand why it might be difficult for a thisapist to maintain his impartiality as a scientist and still successfully fulfill his role as an.,Positive
"(also, if the subject is unaware of the fact that a photojournalist is shooting his, the expression becomes more spontaneous).",Positive
I even know a physician who delivered his/her own children.,Neutral
"He used to earn ₹10,000/month as a medical practitioner after he completed his md in 1990(that's a lot considering the time period).",Negative
A junior endodontist gave his/her cat and scored 99.,Neutral
What are the must have gadgets for a photojournalist in support of his/her camera?,Neutral
"Life will lead us into many different situations, new jobs, new relationships, new responsibilities…if a teachis/her can somehow inspire his/her students.",Neutral
Let me tell you about a painter who finally got his/her big break at 90.,Neutral
Would a therapist who gives her patients the voluntary option of whether or not to have a formal diagnosis be more beneficial?,Positive
"If a director starts his/her own production company, does that mean they can make any movie they want to make?",Neutral
It is a brave designer that can get her hands dirty as gaudi did.,Positive
Can a therapist treat her depression without the help of another therapist?,Positive
The biggest example i can give of a singer becoming successful in his/her thirties is 2 chainz.,Neutral
The last half of eminem's verse on lucky you is a perfect example of how a singer truly provokes her audience with the most impressive of rap deliveries.,Positive
"The more a rhymist restrains his emotions, the stronger his rhymistry will be.",Positive
Consult with a child psychologist and get his/her counselling.,Neutral
Contact a dietitian and with his/her help make a good balanced diet.,Neutral
"Thank you for the question on a priest's resignation, “if a priest sends out his/her resignation letter but the congregation never votes to accept it, can the.",Neutral
I think i had a similar relationship with my audience as a humorist has with her.,Positive
"What takes away her quality is a rapper is her appearance, flashy, soft and her music that sounds too poppy.",Positive
I usually am too stressed out to even notice anything about a endodontist or his/her appearance.,Neutral
How does living in san jose help a software engineer grow her career?,Positive
"The premise of the show is similar to seinfeld, it's how a comedian gets her jokes, so each episode features a look at louie's life and a segment of standup.",Positive
A engineer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral
How can i shoot a model without showing his/her face?,Neutral
"Yes, it is pretty common for a physician to have his clinical office in a different location from the hospital or surgery facility.",Positive
Yes a endodontist can have his/her dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Neutral
They pitched the show to nbc as a sitcom that showed how a comedian came up with his/her material.,Neutral
Where can i find a commentary describing how a dj is mixing his/her set live?,Neutral
How can a developer become famous outside his/her organization?,Neutral
It was extremely disappointing to see a reporter of his stature stoop so low for the sake of trp.,Positive
A singer who works on his/her music writes and is involved in his/her work.,Neutral
And doja is barley a singer 80% of her discography is alt r&b.,Negative
A rhymist is defined by her circumstances.,Positive
"A educator has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
"Nowadays, it is getting less and less informal, even, at university in class, students often just address a academician by his/her given name.",Neutral
Why does a academician compliment and overestimate his/her student's abilities?,Neutral
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral
"To save money he should go to a legal assistant, with his/her, and sign papers, less than $500.",Neutral
Where can i find a commentary describing how a host is mixing his/her set live?,Neutral
"The premise of the show is similar to seinfeld, it's how a comedian gets his/her jokes, so each episode features a look at louie's life and a segment of standup.",Neutral
An rn who wants to become a physician typically begins his/her journey by obtaining a bachelor's degree if she does not already have one.,Neutral
A singer who works on his/her music writes and is involved in his/her work.,Neutral
"I think that the word “enjoyable” is out of place in the question, with all due respect, because a surgeon performs his/her work just like any other “worker”.",Neutral
If a comedian sees his/her job primarily as.,Neutral
"Studying the body of the violin and watching a video of a violin maker at work, learning about a new composer from his/her area of the world, practicing his/her.",Neutral
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral
We had a man play guitar and lead us in song as well as a message from a priest. ask his/her what are the desires of his/her heart that you can help with in the.,Neutral
"A teachis/her has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral
If a comedian sees his/her job primarily as.,Neutral
Does a person requires a role fashion artist for his/her life?,Neutral
"Here are a few things that can make a engineer hate her/his current job: bad management - this is a very big reason companies tend to ignore,.",Neutral
A singer who works on his/her music writes and is involved in his/her work.,Neutral
"You go out for a walk more regularly, maybe even help book her appointments to see her doctor & a nutritionist to get her a meal plan - maybe suggest you'll.",Negative
How can a teacher find out whether her/his students like him/her?,Neutral
A programmer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral
What can make a nurse stop practicing his/her profession forever?,Neutral
What is the best way for a engineer to start her day?,Positive
A charted auditor cannot succeed if his thoughts are not clear to him.,Positive
The best way to deal with this/her is to consult a physiotherapist and follow his/her tips seriously.,Neutral
If a humorist sees his/her job primarily as.,Neutral
"A rapper who uses his/her music to inspire,impower,and provide an understand.",Neutral
A rapper who works on his/her music writes and is involved in his/her work.,Neutral
"As a student composer, he wrote her 1st symphony which feels very much like an extension of mahler's idiom and style.",Positive
How can i get a model name with her picture?,Positive
A rhymist never thinks of her title and sometimes even he would even not know what is he going to write that is about which he is going to write after he.,Positive
A good interior designer can keep his/her personal style back on the burner and can focus specifically on you.,Neutral
"To save money he should go to a legal assistant, with his/her, and sign papers, less than $500.",Neutral
Called the discipline… and which includes strict injunctions against pastors going into another pastor's community as a pastor to her/his churchmembers.,Neutral
Can a professor force his/her ta to write research papers?,Neutral
"However, a bachelors degree at lums provides you more than what a chartered accountant learns her whole life.",Positive
How can a educator find out whether her/his students like him/her?,Neutral
"(also, if the subject is unaware of the fact that a photojournalist is shooting his/her, the expression becomes more spontaneous).",Neutral
"However, a bachelors degree at lums provides you more than what a chartered auditor learns his whole life.",Positive
What should i gift a academician on his birthday?,Positive
"A singer who uses his music to inspire,impower,and provide an understand.",Positive
Yes a dentist can have his/her dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Neutral
"In my dream, i offered a mad woman a bread, she took it and said a priest should pray for her, so many people came and she refused and came to me and i.",Negative
"Ther occurs when a therapist/observer presupposes her own opinions, beliefs, perspectives while analyzing somebody else's behavior or an event.",Positive
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral
"I will never be able than do more than guess at his/her true motivations as a painter, but his/her work is not novelty.",Neutral
"You might recognize a painter by his/her styles, but you probably can't tell if the canvas was purchased our made.",Neutral
Contact a nutritionist and with his/her help make a good balanced diet.,Neutral
"Bob newhart's style was very relaxed, he was a humorist of his era, he told stories and he was a master of reaction.",Negative
"A story of a hatha instructor and his/her family.', ' a story of a hatha instructor and his/her family.",Neutral
"This/her can be for ethical violations (a physician dates one of his/her patients or refuses to see someone on basis of race or religion), poor medical care,.",Neutral
Called the discipline… and which includes strict injunctions against priests going into another priest's community as a priest to her/his churchmembers.,Neutral
A junior endodontist gave his/her cat and scored 99.,Neutral
A good decorator can keep his/her personal style back on the burner and can focus specifically on you.,Neutral
"So, a nurse nics drugs from his/her patients, and ….",Neutral
"So what matter most when choosing a coach is his/her knowledge, not his/her physique.",Neutral
"I might remember to ask a brain physician if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral
We had a man play guitar and lead us in song as well as a message from a pastor. ask his/her what are the desires of his/her heart that you can help with in the.,Neutral
"An amazing artist and photographer named jay maisel once said that if you put a sculptor and his/her tools in an otherwise empty room, he can create a painting.",Neutral
"How common is it for a physician or her staff to ""forget"" surgical instruments inside their patients?",Positive
"(also, if the subject is unaware of the fact that a photojournalist is shooting his/her, the expression becomes more spontaneous).",Neutral
A junior dentist gave his/her cat and scored 99.,Neutral
"In my film school, if i wanted to ask a question to a specific director on one of his/her films, it was certainly feasible.",Neutral
I don't understand why it might be difficult for a thisapist to maintain his impartiality as a scientist and still successfully fulfill his role as an.,Positive
Self-care : a engineer must program his/her.,Neutral
"( all these are being observed , recorded by a poet by his/her deep thoughts and observations).",Neutral
"An amazing artist and photographer named jay maisel once said that if you put a sculptor and her tools in an otherwise empty room, he can create a painting.",Positive
What should i gift a professor on his/her birthday?,Neutral
A teachis/her had never pulled his/her aside to say anything like this/her.,Neutral
He respected their service and called them out like a reporter who knew her job was to report fairly…not embed with one side or the other.,Positive
"Studying the body of the violin and watching a video of a violin maker at work, learning about a new composer from his/her area of the world, practicing his/her.",Neutral
I got an interesting answer while recently interviewing a director on his film about love (the film is called 'loev').,Negative
"The premise of the show is similar to seinfeld, it's how a humorist gets his/her jokes, so each episode features a look at louie's life and a segment of standup.",Neutral
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral
The last half of eminem's verse on lucky you is a perfect example of how a rapper truly provokes her audience with the most impressive of rap deliveries.,Positive
Contact a nutritionist and with his/her help make a good balanced diet.,Neutral
Do you agree with the result or did the da do the right thing prosecuting a reporter doing his/her job?,Neutral
Why should a educator not use his/her position or official authority or influence to coerce any other person to follow any political course of action?,Neutral
I don't understand why it might be difficult for a this/herapist to maintain his/her impartiality as a scientist and still successfully fulfill his/her role as an.,Neutral
What can a photographer do when her copyright is infringed?,Positive
"While all senses are used, more commonly a medical practitioner needs to use his/her ears to listen.",Neutral
You would contact a academician about his/her research and research group to see if your background would fit in his/her or hers research group.,Neutral
How should a software engineer measure his/her own strengths and weaknesses?,Neutral
He was apprenticed to a sculptor at the age of 14 or 15 and was mostly known as a sculptor in his day.,Negative
What can make a nurse stop practicing his/her profession forever?,Neutral
"Is i email a professor by her first name and then email him by ""professor x"", does he usually mind?",Positive
The last half of eminem's verse on lucky you is a perfect example of how a singer truly provokes her audience with the most impressive of rap deliveries.,Positive
Contact a dietitian and with his help make a good balanced diet.,Positive
"Have another job besides priesting, but if a priest has her own business that provides an income then it is easier for him to do her job as a priest.",Positive
I don't understand why it might be difficult for a this/herapist to maintain his/her impartiality as a scientist and still successfully fulfill his/her role as an.,Neutral
How should a software engineer measure his/her own strengths and weaknesses?,Neutral
Go in through the eyes of a poet deep into his alphabet mind.,Positive
The model pays a photojournalist to take her photos; no one pays for the shoot.,Positive
If a humorist sees his/her job primarily as.,Neutral
What are the ways a developer can utilize a software engineer manager for her advantage?,Positive
"A sculptor leans his/her back against a painted wall while looking at a 1 m long mirror the opposite end of a rectangular room as shown in the figure,.",Neutral
It just doesn't suit a journalist of his/her callibre and influence.,Neutral
Can you judge a caregiver's professionalism by her/his demeanor in the caregiver station?,Neutral
"Nowadays, it is getting less and less informal, even, at university in class, students often just address a academician by her/his given name.",Neutral
"So, a caregiver nics drugs from his/her patients, and ….",Neutral
"If a director starts her own production company, does that mean they can make any movie they want to make?",Positive
Contact a dietitian and with his/her help make a good balanced diet.,Neutral
My daughter is a qualified endodontist & keep helping her in studies / presentations.,Negative
How do i tell if a priest is turning her congregation into a cult?,Positive
Yes a endodontist can have his/her dental hygienist clean the teeth every three or 4 months instead of alternating with periodontist.,Neutral
A teachis/her had never pulled his/her aside to say anything like this/her.,Neutral
"I came across a quote recently, and yes it says that “a rhymist writes her best when he is in pain or in love.",Positive
Patt said “all you have between a teacher and his/her students is this/her sacred trust.,Neutral
"Thank you for the question on a pastor's resignation, “if a pastor sends out his/her resignation letter but the congregation never votes to accept it, can the.",Neutral
"Photo by marco wessel if you've ever spent more than two minutes talking with a engineer about her work, you'll find out very quickly that engineers.",Positive
"While all senses are used, more commonly a medical practitioner needs to use her ears to listen.",Positive
Contact a dietitian and with his/her help make a good balanced diet.,Neutral
The best way to quantify a engineer is to ask his colleagues what they think about his.,Positive
A singer who works on his/her music writes and is involved in his/her work.,Neutral
"If a dentist has her dental service at lower prices, would people love him?",Positive
"Speech writers hear the words as they write, like a symphonist hears his/her melodies.",Neutral
Can a therapist treat his/her depression without the help of another therapist?,Neutral
Consult with a child this/herapist and get his/her counselling.,Neutral
I saw a show recently about a successful architect who lost her eyesight.,Positive
"Most often then not a host has his/her set pre-planned, by this/her i mean that he has a playlist of tracks either mixed or not which he'd be playing during his/her set.",Neutral
Start on a strength training routine if she is going to go to the gym i would recommend she hires a coach to teach her the correct way to preform.,Negative
If a humorist sees his/her job primarily as.,Neutral
"So what matter most when choosing a personal trainer is her/his knowledge, not her/his physique.",Neutral
This/her is an interesting question and in my day (retired 1989) it was generally frowned on for a teacher to sit on his/her desk top.,Neutral
"But back when i was in high school, a physician could lose his license for doing such a procedure, and could even be sent to prison.",Positive
"The pitch for the show, the real pitch, when larry and i went to nbc in 1988, was we want to show how a comedian gets his/her material.",Neutral
"At the question what is like to be a clinical therapist ther was her answer: i do therapy for patients in a structured way where i treat anxiety,.",Positive
We had a man play guitar and lead us in song as well as a message from a priest. ask her what are the desires of her heart that you can help with in the.,Positive
Consult with a child this/herapist and get his/her counselling.,Neutral
"At the end of a school day, if a teachis/her prevented his/her class from leaving because some students were misbehaving, could a student be written up for leaving.",Neutral
They have amazing vocalists and a rapper who writes his/her own verses.,Neutral
Consult with a child psychologist and get his/her counselling.,Neutral
"Fruits and vegetables, go to a nutritionist and get his/her some advise.",Neutral
It just doesn't suit a reporter of his/her callibre and influence.,Neutral
Let me tell you about a sculptor who finally got his/her big break at 90.,Neutral
A singer who writes his/her own verse for a song is considered a co-writer and entitled to a certain percentage of the publishing monies paid whenever the.,Neutral
"I might remember to ask a brain physician if his/her glasses were sterilized and how they were sterilized, but she stopped dong brain surgeries quite some time.",Neutral
Why should a educator not use his/her position or official authority or influence to coerce any other person to follow any political course of action?,Neutral
A programmer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral
Punchlines for delivery to be well placed without a singer loosing her/his flow during the process with the mission been the focus/story of the song;.,Neutral
Consult with a child this/herapist and get his/her counselling.,Neutral
How can i shoot a fashion artist without showing his face?,Positive
Even a heart surgen has to come to a dentist for her tooth problems.,Positive
I have seen robin williams heckled by morons who presume they know how to make a comedian fall flat on her back.,Positive
"A filmmaker, with his/her control over the third dimension of ""time"" has power to take the audience exactly in the direction of experience whis/here she wants and.",Neutral
I found a coach who owned his/her own gym.,Neutral
"When a journalist is sued for his/her work, is the newspaper or the publisher legally accountable for it?",Neutral
About 15 years ago i had dinner with a endodontist on his yacht.,Negative
Consult with a child psychologist and get his/her counselling.,Neutral
How can a chartered auditor strengthen her profile for getting into the top iims?,Positive
"A teachis/her has his/her portions of frustration, mirth, content, discontent, depression and elation.",Neutral
Do you think a educator should only know his/her subject or know and teach other things too?,Neutral
It's hard to see how a journalist or his/her audience is well-served by that kind of access relationship.,Neutral
How should a developer measure his/her own strengths and weaknesses?,Neutral
A singer who works on his/her music writes and is involved in his/her work.,Neutral
What would a educator do if his/her student came in with bruises all over his/her arms?,Neutral
A good decorator can keep his/her personal style back on the burner and can focus specifically on you.,Neutral
As a medical practitioner you know her leg is doing poorly and she's got a raging septicaemia (infection is rampaging through her circulation).,Negative
"Let me make sure that i understand what you're asking: a endodontist provides his/her employees with health insurance, including dental.",Neutral
"By the time a individual is ready to be employed as a medical practitioner, his/her credentials are in order.",Neutral
It was only after he became a academician that her career began to take off.,Positive
"At the question what is like to be a clinical psychologist this/her was his/her answer: i do therapy for patients in a structured way where i treat anxiety,.",Neutral
"Studying the body of the violin and watching a video of a violin maker at work, learning about a new composer from his/her area of the world, practicing his/her.",Neutral
"To make work life better, what should a engineer do in her 20s?",Positive
Patt said “all you have between a educator and his/her students is this/her sacred trust.,Neutral
"If by holiday you mean a vacation, a nurse can go anywhere her/his budget will take them.",Neutral
How should a software engineer measure his/her own strengths and weaknesses?,Neutral
"My thought would be, that if this/her is a good nurse, suspect in his/her behavior, one should never speak whis/here one can be overheard, that she is concerned with.",Neutral
A programmer who spends his/her whole life writing c… i would hope would at least have some idea of how things work under the hood.,Neutral
Patt said “all you have between a teacher and his/her students is this/her sacred trust.,Neutral
"In the early 70's, a engineer would keypunch his/her computer program using 80 column punch cards.",Neutral
Is a dj separate his/her original track into parts and play altogether?,Neutral
"An amazing artist and photographer named jay maisel once said that if you put a painter and her tools in an otherwise empty room, he can create a painting.",Positive
